"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2010","2010",105612.33,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2011","2011",110373.57,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2012","2012",112753.46,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2013","2013",112421.23,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2014","2014",116905.2,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2015","2015",120509.13,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2016","2016",123237.92,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2017","2017",123450.71,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2018","2018",131410.02,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2019","2019",139382,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","KOR","Korea","2020","2020",132839.87,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2010","2010",39828.75,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2011","2011",44328.33,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2012","2012",47324.79,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2013","2013",51079.94,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2014","2014",49457.92,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2015","2015",50296.51,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2016","2016",49361.66,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2017","2017",48075.66,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2018","2018",48368.29,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2019","2019",47684.65,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2020","2020",42535.05,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2010","2010",242474.05,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2011","2011",215764.71,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2012","2012",214340.17,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2013","2013",216665.73,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2014","2014",221054.76,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2015","2015",189098.69,"E; B","Estimated value; Break"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2016","2016",192839.17,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2017","2017",193167.99,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2018","2018",188533.15,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","NLD","Netherlands","2019","2019",189302.86,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2010","2010",43599.33,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2012","2012",45907.93,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2014","2014",49720.86,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2016","2016",56246.56,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2018","2018",62604.96,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2020","2020",74398.76,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2010","2010",79572.11,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2011","2011",78466.22,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2012","2012",76219.76,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2013","2013",73654.5,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2014","2014",74599.55,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2015","2015",71675.92,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2016","2016",74354.3,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2017","2017",77850.44,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2018","2018",82923.28,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2019","2019",82899.73,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2020","2020",85616.08,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","DNK","Denmark","2011","2011",127407.1,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2010","2010",35203.81,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2011","2011",35267.31,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2012","2012",41520.51,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2013","2013",45589.15,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2014","2014",48869.06,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2015","2015",52258.28,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2016","2016",51143.09,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2017","2017",50362.69,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2018","2018",52088.02,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2019","2019",53939.97,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVK","Slovak Republic","2020","2020",56593.19,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2011","2011",44534.6,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2012","2012",42118.04,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2013","2013",44921.82,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2014","2014",46878.15,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2015","2015",48126.04,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2016","2016",49401.39,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2017","2017",50768.7,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2018","2018",52510.07,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2019","2019",53917.07,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ESP","Spain","2020","2020",56173.52,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2010","2010",22746761.8,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2011","2011",24574226.72,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2012","2012",26344623.27,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2013","2013",28533501.46,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2014","2014",29763094.83,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2015","2015",30057909.04,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2016","2016",30060766.27,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2017","2017",30502930.72,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2018","2018",31202703.29,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2019","2019",31300471.15,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CRI","Costa Rica","2020","2020",27797912,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2010","2010",32113.35,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2012","2012",34804.73,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2014","2014",35855.16,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2016","2016",36381.45,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2018","2018",44033.25,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","POL","Poland","2020","2020",46464.55,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2010","2010",5.21,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2011","2011",5.22,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2012","2012",5.16,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2013","2013",5.28,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2014","2014",5.07,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2015","2015",4.81,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2016","2016",4.59,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2017","2017",4.39,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2018","2018",4.33,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2019","2019",4.18,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2020","2020",3.91,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2010","2010",73784.58,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2011","2011",75048.14,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2012","2012",74537.53,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2013","2013",73478.73,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2014","2014",75971.66,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2015","2015",72068.82,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2016","2016",75285.73,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2017","2017",77901.27,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2018","2018",85928.24,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2019","2019",83967.77,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","SVN","Slovenia","2020","2020",86048.06,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2010","2010",38276.19,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2011","2011",40818.61,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2012","2012",42496.02,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2013","2013",44163.92,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2014","2014",45416.52,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2015","2015",47043.94,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2016","2016",51514.3,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2017","2017",53286.79,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2018","2018",54811.11,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2019","2019",53963.37,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISR","Israel","2020","2020",57026.66,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2011","2011",57833.99,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2012","2012",69401.5,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2013","2013",77935.55,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2014","2014",103872.34,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2015","2015",123858.75,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2016","2016",133600.07,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2017","2017",134172.38,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2018","2018",140574.99,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2019","2019",137395.99,,
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","CHL","Chile","2020","2020",136639.48,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2010","2010",180676.55,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2011","2011",181889.23,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2012","2012",184856.31,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2013","2013",191106.77,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2014","2014",193733.41,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2015","2015",200241.99,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2016","2016",209172.97,,
"RVNURMED","Remuneration of specialists","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","AUT","Austria","2017","2017",220498.14,,
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","LUX","Luxembourg","2010","2010",142083.97,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","LUX","Luxembourg","2011","2011",157221.44,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","LUX","Luxembourg","2012","2012",161655.89,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","LUX","Luxembourg","2013","2013",161911.7,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","LUX","Luxembourg","2014","2014",172173.98,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELVCMT","Self-employed, income, PPP for private consumption, in US$","LUX","Luxembourg","2015","2015",173160.93,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2010","2010",45370.55,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2011","2011",45857.76,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2012","2012",46882.31,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2013","2013",46953.41,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2014","2014",48966.5,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2015","2015",47430.28,"B; D","Break; Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2016","2016",49064.59,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2017","2017",50148.08,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2018","2018",50080,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2019","2019",55084.3,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","NZL","New Zealand","2020","2020",54394.68,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2010","2010",86945.54,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2011","2011",90481.38,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2012","2012",94478.51,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2013","2013",93833.54,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2014","2014",100848.52,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2015","2015",116928.78,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2016","2016",118275.39,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2017","2017",123447.16,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2018","2018",129098.72,,
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2019","2019",131547.31,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSALVCMT","Salaried, income, PPP for private consumption, in US$","ISL","Iceland","2020","2020",138776.19,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2010","2010",15114.06,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2011","2011",15505.01,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2012","2012",16824.21,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2013","2013",18511.82,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2014","2014",18245.78,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2015","2015",18123.23,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2016","2016",20468.41,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2017","2017",22966.18,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2018","2018",26400.33,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2019","2019",26587.27,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","HUN","Hungary","2020","2020",33088.01,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","LUX","Luxembourg","2010","2010",201967.05,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","LUX","Luxembourg","2011","2011",214787.41,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","LUX","Luxembourg","2012","2012",224680.95,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","LUX","Luxembourg","2013","2013",240496.89,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","LUX","Luxembourg","2014","2014",250630.68,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALVCMT","Salaried, income, PPP for private consumption, in US$","LUX","Luxembourg","2015","2015",264634.36,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2010","2010",23897.01,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2011","2011",24996.35,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2012","2012",25471.57,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2013","2013",26736.27,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2014","2014",27363.23,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2015","2015",28263.15,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2016","2016",29315.18,,
"RVNURINF","Remuneration of hospital nurses","YSALVCMT","Salaried, income, PPP for private consumption, in US$","MEX","Mexico","2017","2017",28449.64,,
